id,name,image_url,url,review_count,rating,price,latitude,longitude,address1,address2,address3,city,state,zip_code,phone,compliant,_merge
tHW3EwGwai1AiWQ6ZD-wjg,Industry Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/EAoARKfKhWeDNiFVwZN1Lg/o.jpg,https://www.yelp.com/biz/industry-kitchen-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,619,3.5,$$,40.7049434740873,-74.0048825740814,70 South St,,,New York,NY,10005,+12124879600,,left_only
6vfFBzI1Q-rh-5v9ndoyIQ,Just Salad,https://s3-media2.fl.yelpcdn.com/bphoto/P9tFZMO5dkyFfn6_peS74w/o.jpg,https://www.yelp.com/biz/just-salad-new-york-22?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,71,3.0,$$,40.703843,-74.011882,90 Broad St,,,New York,NY,10004,+12122441111,,left_only
E_4uwW4UD6PmNIz7nS9E0A,Hale and Hearty Soups,https://s3-media4.fl.yelpcdn.com/bphoto/muQAAe9rkUaQGWI1G9Kf-A/o.jpg,https://www.yelp.com/biz/hale-and-hearty-soups-new-york-37?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,74,3.5,$$,40.709955,-74.007009,111 Fulton St,,,New York,NY,10038,+16464540052,,left_only
wua1Rw6xlIm6VYVy44G87g,Temple Court,https://s3-media1.fl.yelpcdn.com/bphoto/5yjuol0CvRzuD50ge8MnBA/o.jpg,https://www.yelp.com/biz/temple-court-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,259,4.0,$$$,40.7112749,-74.0068449,5 Beekman St,,,New York,NY,10038,+12126581848,,left_only
4h4Tuuc56YPO6lWfZ1bdSQ,Joe's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/iiFPnKfxI2_UjJHbCd2iCQ/o.jpg,https://www.yelp.com/biz/joes-pizza-new-york-152?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,208,4.0,$,40.7101297729083,-74.0077206864953,124 Fulton St,,,New York,NY,10038,+12122670860,,left_only
rA_BmKeM1Dbn8o_1Bbt4ig,Potbelly Sandwich Shop,https://s3-media3.fl.yelpcdn.com/bphoto/R5io8oe1h5p-XRmAXAab6A/o.jpg,https://www.yelp.com/biz/potbelly-sandwich-shop-new-york-16?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,37,3.5,$,40.7102178916967,-74.0073032283418,127 W Fulton St,,,New York,NY,10038,+16463074896,,left_only
lBO2fKhSnvqKDj_C8Uh9aQ,GRK Fresh Greek - Financial District,https://s3-media3.fl.yelpcdn.com/bphoto/oIayMCd6mjuUVU3i8yL-3w/o.jpg,https://www.yelp.com/biz/grk-fresh-greek-financial-district-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,480,3.5,$$,40.709995,-74.006883484631,111 Fulton St,,,New York,NY,10038,+12123852010,,left_only
0VYAqXbYRcyiQU8QS-SG_g,Plaza Deli,https://s3-media2.fl.yelpcdn.com/bphoto/qgDv55HAPzT1y4Xr5CXdig/o.jpg,https://www.yelp.com/biz/plaza-deli-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,68,3.5,$,40.70744,-74.004831,127 John St,,,New York,NY,10038,+12129437735,,left_only
ziPLg64qxWsYiBBmCMbXPw,Flavors Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/-lONAKyVWpHTLlWL_w5EbQ/o.jpg,https://www.yelp.com/biz/flavors-cafe-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,79,3.5,$,40.706363,-74.005126,175 Water St,,,New York,NY,10038,+12124803800,,left_only
aJD2o-M4lgPxcvWrANefTA,Roast Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/yW8O19kHoow_DJi-l3ouYA/o.jpg,https://www.yelp.com/biz/roast-kitchen-new-york-4?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,127,3.0,$$,40.706798,-74.004781,199 Water St,,,New York,NY,10038,+12122692590,,left_only
D2fCCyWufWiBTvrt3nMxHg,Flour Shop,https://s3-media3.fl.yelpcdn.com/bphoto/EfRyY7Z4Bg6XkVikX8wrmw/o.jpg,https://www.yelp.com/biz/flour-shop-new-york-2?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,114,3.5,$$,40.720440176684,-73.9986134071706,177 Lafayette St,,,New York,NY,10013,+12122357049,,left_only
FZh1ZBFrb46tkRdZuMA7hQ,Troquet,https://s3-media4.fl.yelpcdn.com/bphoto/MGBlb88rJ8jUrPJ4MH-0ng/o.jpg,https://www.yelp.com/biz/troquet-new-york-3?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,168,4.0,$$,40.7200024863923,-73.9990466250079,155 Grand St,,,New York,NY,10013,+12123434295,,left_only
jzZ-V7zrmLQ9ZVwv0oVt7g,Gasoline Alley Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/c-L9yAjwYf-qrDt0VLJCHg/o.jpg,https://www.yelp.com/biz/gasoline-alley-coffee-new-york-2?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,78,4.0,$,40.7201927690627,-73.9988777351654,154 Grand St,,,New York,NY,10013,+12129330113,,left_only
AydiQxXWQLqVrZ9sEZTxtw,The Ship,https://s3-media3.fl.yelpcdn.com/bphoto/dE7zMAU8plw4ZITG0fDlfQ/o.jpg,https://www.yelp.com/biz/the-ship-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,335,4.0,$$,40.7198443,-73.99947,158 Lafayette St,,,New York,NY,10013,+12122198496,,left_only
I2lgw_7DUnwD92ND4PN-Ow,Aunt Jake's,https://s3-media2.fl.yelpcdn.com/bphoto/jxNs5G8byFzZ27Xhm5if6A/o.jpg,https://www.yelp.com/biz/aunt-jakes-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,1484,4.0,$$,40.7186467,-73.9979241,133 Mulberry St,,,New York,NY,10013,+16468580470,,left_only
hQk1KtjFpixNv4UWyi0VAQ,Tetsu,https://s3-media2.fl.yelpcdn.com/bphoto/u6nmcT29_uoCDMOhbyMArQ/o.jpg,https://www.yelp.com/biz/tetsu-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,131,3.5,$$,40.71733,-74.0052,78 Leonard St,,,New York,NY,10013,+12122072370,,left_only
O08O474m1D69TjB3FRoLhw,Pure Green,https://s3-media2.fl.yelpcdn.com/bphoto/bE5nb32Q14vVAI12IVHQaQ/o.jpg,https://www.yelp.com/biz/pure-green-new-york-8?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,1,5.0,$$,40.71484,-74.00747,95 Chambers St,,,New York,NY,10007,+12126538830,,left_only
H4o5aGGZCEA_gj0wA2RybQ,Black Burger,https://s3-media2.fl.yelpcdn.com/bphoto/34wdQgFRp643klnGu7e3qw/o.jpg,https://www.yelp.com/biz/black-burger-new-york-7?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,20,4.0,$$,40.7171686,-74.0035113,362 Broadway,,,New York,NY,10013,+12129257655,,left_only
EOANRwg2TqxqAJ6O7e-YNA,Racines NY,https://s3-media1.fl.yelpcdn.com/bphoto/bd7ekEnp4NMkoN0cBIN8ww/o.jpg,https://www.yelp.com/biz/racines-ny-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,132,4.0,$$$,40.71463,-74.00752,94 Chambers St,,,New York,NY,10007,+12122273400,,left_only
yT6r6xabAkhjFDnvCT4ViQ,Dunkin',https://s3-media2.fl.yelpcdn.com/bphoto/_RvKXFCOLuZqK8H2VE0gHw/o.jpg,https://www.yelp.com/biz/dunkin-new-york-164?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,18,3.0,$,40.7160491943359,-74.0051193237305,321 Broadway,,,New York,NY,10007,+12125777550,,left_only
UhloN83oE-1b5MYWXFaMuA,'Wichcraft - East Tribeca,https://s3-media3.fl.yelpcdn.com/bphoto/7Ctj-lAHddBiWhDw0yM1wQ/o.jpg,https://www.yelp.com/biz/wichcraft-east-tribeca-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,55,3.0,$$,40.71623,-74.00497,325 Broadway,,,New York,NY,10007,+12127800577,,left_only
bMju8cdz4RdJVoPvbWQqSQ,Gong Cha,https://s3-media2.fl.yelpcdn.com/bphoto/c6TmAWhGOIA-oaOW5RwrLQ/o.jpg,https://www.yelp.com/biz/gong-cha-new-york-19?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,129,4.0,$,40.715752,-73.998233,72 Bayard St,,,New York,NY,10013,+16467264940,,left_only
8UlRXXPaSI383aiOiJQi5A,Famous Sichuan,https://s3-media1.fl.yelpcdn.com/bphoto/GkZPaojyinI0_468yw3Ojw/o.jpg,https://www.yelp.com/biz/famous-sichuan-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,408,3.5,$$,40.71487,-73.99758,10 Pell St,,,New York,NY,10013,+12122333888,,left_only
DtnNzQKYKZtfeCnLYuTUjg,Auntea,https://s3-media1.fl.yelpcdn.com/bphoto/QEksX39uhBUKxD0BlC2CKg/o.jpg,https://www.yelp.com/biz/auntea-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,198,4.5,$,40.71434,-73.99901,19A Mott St,,,New York,NY,10013,+16464151869,,left_only
zuD-iB7hV_dnf_JzBk_DCQ,Juku,https://s3-media3.fl.yelpcdn.com/bphoto/y1sYBIZzPgPFot9OZeKV8Q/o.jpg,https://www.yelp.com/biz/juku-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,127,4.0,$$$,40.71461,-73.999528,32 Mulberry St,,,New York,NY,10013,+16465902111,,left_only
L_LDa1yW6qcUQJ6IsXqNNw,JR Sushi,https://s3-media3.fl.yelpcdn.com/bphoto/ccG2-itpi27RcWN9ZJf3JQ/o.jpg,https://www.yelp.com/biz/jr-sushi-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,132,2.5,$$,40.71528,-74.00961,86A W Broadway,,,New York,NY,10007,+12122338338,,left_only
HmdfmqoihabsEbGfslngrQ,Le Pain Quotidien,https://s3-media2.fl.yelpcdn.com/bphoto/OkbeODfpZ9za_VSb6Jp8mQ/o.jpg,https://www.yelp.com/biz/le-pain-quotidien-new-york-146?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,177,3.0,$$,40.7150160527216,-74.0092840790749,81 W Broadway,,,New York,NY,10007,+16466528186,,left_only
wz8Ljo2YkO5F7nsxvrtqQw,sweetgreen,https://s3-media2.fl.yelpcdn.com/bphoto/da4mSWATKuQWwWs809n42Q/o.jpg,https://www.yelp.com/biz/sweetgreen-new-york-3?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,138,3.5,$$,40.7213353345147,-74.0097010834234,413 Greenwich St,,,New York,NY,10013,+19179830200,,left_only
MoiZlLUndZjTTXAFJXTHXA,Schnippers,https://s3-media4.fl.yelpcdn.com/bphoto/FexqTWLJ2Exr0ElGd0pDGg/o.jpg,https://www.yelp.com/biz/schnippers-new-york-9?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,110,3.5,$$,40.7136658620892,-74.0091345459223,120 Church St,,,New York,NY,10007,+12127321700,,left_only
bcnlBSdo_Xc2EBcPolq1xw,Equinox Tribeca,https://s3-media2.fl.yelpcdn.com/bphoto/M0zYyYRKcCJKGa6iqjbNHQ/o.jpg,https://www.yelp.com/biz/equinox-tribeca-new-york-2?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,79,3.5,$$$,40.71412,-74.00981,54 Murray St,,,New York,NY,10007,+12125666555,,left_only
HsqaGB90PYkI0En3rrtupQ,Kaede Japanese Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/zceGXqaqPughwqOGpIeY-Q/o.jpg,https://www.yelp.com/biz/kaede-japanese-restaurant-new-york-2?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,183,3.5,$$,40.714458,-74.007439,90 Chambers St,,,New York,NY,10007,+12127668686,,left_only
LTx8jkXzTTqZRMOIEQ0lmw,Think Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/QRxCUR55XfLdTgao-UKpkA/o.jpg,https://www.yelp.com/biz/think-coffee-new-york-15?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,51,3.0,$,40.7168907694292,-74.0037190531662,350 Broadway,,,New York,NY,10013,+12345678901,,left_only
A5YzhzVxX7JigLl5kmYbGg,Adventure Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/p_WU9MBfCLeSzFEAAr2A7A/o.jpg,https://www.yelp.com/biz/adventure-cafe-new-york-2?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,37,4.5,$,40.7187330651087,-73.9896157756448,85 Delancey St,,,New York,NY,10002,+16468472367,,left_only
D0o9SbOrPkvJ5H2sxzxyig,Max Fish,https://s3-media4.fl.yelpcdn.com/bphoto/rdM0F_a5ULRqJDcdYds08A/o.jpg,https://www.yelp.com/biz/max-fish-new-york-2?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,53,3.5,$,40.7193823,-73.9893853,120 Orchard St,,,New York,NY,10002,+12125293959,,left_only
0rQz8mkleT62eUkiAVs4UA,Russ & Daughters Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/fo29fVS_dXcu9pFQDzS3_A/o.jpg,https://www.yelp.com/biz/russ-and-daughters-cafe-new-york-5?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,1007,4.0,$$,40.7196253171697,-73.9895758930263,127 Orchard St,,,New York,NY,10002,+12124754881,,left_only
-T_5QJwgPMxfXTeOmpImsA,General Store by Char Sue,https://s3-media1.fl.yelpcdn.com/bphoto/UcdWcwJ5Ik3s0HhrM83g8A/o.jpg,https://www.yelp.com/biz/general-store-by-char-sue-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,180,4.5,$$,40.719625,-73.9879152551293,119 Essex St,,,New York,NY,10002,+16464849241,,left_only
zGH7ZoOvLfZhuYAAKDbCKA,Retro Bar and Grill,https://s3-media2.fl.yelpcdn.com/bphoto/RNbrHhvX6UnWTS8-2DZrJg/o.jpg,https://www.yelp.com/biz/retro-bar-and-grill-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,33,2.5,$$,40.7183,-73.986244,150 Delancey St,,,New York,NY,10002,+12122288379,,left_only
7qtIemPU3LlNix8CVWdhwA,Clancey,https://s3-media1.fl.yelpcdn.com/bphoto/V5uFH1LIPkHyxZ3l2FV9iw/o.jpg,https://www.yelp.com/biz/clancey-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,174,4.5,$$,40.7190299,-73.98521,79 Clinton St,,,New York,NY,10002,+19173883575,,left_only
oB4nOEmkpgJ7Z3JZC0qqBw,Black Crescent,https://s3-media2.fl.yelpcdn.com/bphoto/FD9EGd_i1VTquAA6BUlj1A/o.jpg,https://www.yelp.com/biz/black-crescent-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,159,4.0,$$,40.7189335809837,-73.985032499371,76 Clinton St,,,New York,NY,10002,+12124771771,,left_only
wqYHhMnpdfUVGL5JI3Wi_A,Ivan Ramen,https://s3-media2.fl.yelpcdn.com/bphoto/AJV68e6VGRxvBVgVdV6kdw/o.jpg,https://www.yelp.com/biz/ivan-ramen-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,1307,3.5,$$,40.72058,-73.98454,25 Clinton St,,,New York,NY,10002,+16466783859,,left_only
9_PfzNxJP2iqqJs8hDubgw,Boba Guys,https://s3-media4.fl.yelpcdn.com/bphoto/4xGJCNkMzf5f48rGNwNtSw/o.jpg,https://www.yelp.com/biz/boba-guys-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,669,4.5,$,40.720657,-73.984542,23 Clinton St,,,New York,NY,10002,,,left_only
0LjGdHn5paLedudi6DAxDA,Remedy Diner,https://s3-media2.fl.yelpcdn.com/bphoto/AvAMw07tL4fA2PWOBo5omg/o.jpg,https://www.yelp.com/biz/remedy-diner-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,546,3.0,$$,40.72177,-73.98543,245 E Houston,,,New York,NY,10002,+12126775110,,left_only
x7hsZRd_MyrUgAW91FM9qA,Benson's NYC,https://s3-media1.fl.yelpcdn.com/bphoto/IRDAMx_lRnwe36Uh0n8ZnA/o.jpg,https://www.yelp.com/biz/bensons-nyc-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,389,4.5,$$,40.7218302,-73.9866963,181 Essex St,,,New York,NY,10002,+16467915765,,left_only
8F81LrdFm6P5kkFpsw0n0w,Sweet Chick,https://s3-media3.fl.yelpcdn.com/bphoto/_KVRRkFAppV3E_vWkb_42Q/o.jpg,https://www.yelp.com/biz/sweet-chick-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,1653,4.0,$$,40.7217399,-73.98739,178 Ludlow St,,,New York,NY,10002,+16466570233,,left_only
