business_id,name,img_url,url,review_count,rating,price,categories,latitude,longitude,category1,category2,category3,address,city,state,zip_code,phone,compliant
tHW3EwGwai1AiWQ6ZD-wjg,Industry Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/AD5JNSSWmEas2aw0S8iN4g/o.jpg,https://www.yelp.com/biz/industry-kitchen-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,620,3.5,$$,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",40.70494347,-74.00488257,American (Traditional),Breakfast & Brunch,Cocktail Bars,70 South St,New York,NY,10005,12124879600,0
6vfFBzI1Q-rh-5v9ndoyIQ,Just Salad,https://s3-media2.fl.yelpcdn.com/bphoto/P9tFZMO5dkyFfn6_peS74w/o.jpg,https://www.yelp.com/biz/just-salad-new-york-22?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,71,3,$$,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'grocery', 'title': 'Grocery'}]",40.703843,-74.011882,Salad,Vegetarian,Grocery,90 Broad St,New York,NY,10004,12122441111,1
E_4uwW4UD6PmNIz7nS9E0A,Hale and Hearty Soups,https://s3-media4.fl.yelpcdn.com/bphoto/muQAAe9rkUaQGWI1G9Kf-A/o.jpg,https://www.yelp.com/biz/hale-and-hearty-soups-new-york-37?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,74,3.5,$$,"[{'alias': 'soup', 'title': 'Soup'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.709955,-74.007009,Soup,Salad,Sandwiches,111 Fulton St,New York,NY,10038,16464540052,1
wua1Rw6xlIm6VYVy44G87g,Temple Court,https://s3-media1.fl.yelpcdn.com/bphoto/5yjuol0CvRzuD50ge8MnBA/o.jpg,https://www.yelp.com/biz/temple-court-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,260,4,$$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",40.7112749,-74.0068449,American (New),Desserts,Venues & Event Spaces,5 Beekman St,New York,NY,10038,12126581848,1
4h4Tuuc56YPO6lWfZ1bdSQ,Joe's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/iiFPnKfxI2_UjJHbCd2iCQ/o.jpg,https://www.yelp.com/biz/joes-pizza-new-york-152?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,209,4,$,"[{'alias': 'pizza', 'title': 'Pizza'}]",40.71012977,-74.00772069,Pizza,,,124 Fulton St,New York,NY,10038,12122670860,1
rA_BmKeM1Dbn8o_1Bbt4ig,Potbelly Sandwich Shop,https://s3-media3.fl.yelpcdn.com/bphoto/R5io8oe1h5p-XRmAXAab6A/o.jpg,https://www.yelp.com/biz/potbelly-sandwich-shop-new-york-16?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,38,3.5,$,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'salad', 'title': 'Salad'}]",40.71021789,-74.00730323,Sandwiches,Fast Food,Salad,127 W Fulton St,New York,NY,10038,16463074896,1
lBO2fKhSnvqKDj_C8Uh9aQ,GRK Fresh Greek - Financial District,https://s3-media3.fl.yelpcdn.com/bphoto/oIayMCd6mjuUVU3i8yL-3w/o.jpg,https://www.yelp.com/biz/grk-fresh-greek-financial-district-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,480,3.5,$$,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",40.709995,-74.00688348,Greek,Ice Cream & Frozen Yogurt,,111 Fulton St,New York,NY,10038,12123852010,1
0VYAqXbYRcyiQU8QS-SG_g,Plaza Deli,https://s3-media2.fl.yelpcdn.com/bphoto/qgDv55HAPzT1y4Xr5CXdig/o.jpg,https://www.yelp.com/biz/plaza-deli-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,68,3.5,$,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'newamerican', 'title': 'American (New)'}]",40.70744,-74.004831,Delis,American (New),,127 John St,New York,NY,10038,12129437735,1
ziPLg64qxWsYiBBmCMbXPw,Flavors Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/-lONAKyVWpHTLlWL_w5EbQ/o.jpg,https://www.yelp.com/biz/flavors-cafe-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,79,3.5,$,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'soup', 'title': 'Soup'}]",40.706363,-74.005126,Sandwiches,Cafes,Soup,175 Water St,New York,NY,10038,12124803800,1
aJD2o-M4lgPxcvWrANefTA,Roast Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/yW8O19kHoow_DJi-l3ouYA/o.jpg,https://www.yelp.com/biz/roast-kitchen-new-york-4?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,127,3,$$,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wraps', 'title': 'Wraps'}]",40.706798,-74.004781,Salad,Breakfast & Brunch,Wraps,199 Water St,New York,NY,10038,12122692590,1
D2fCCyWufWiBTvrt3nMxHg,Flour Shop,https://s3-media3.fl.yelpcdn.com/bphoto/EfRyY7Z4Bg6XkVikX8wrmw/o.jpg,https://www.yelp.com/biz/flour-shop-new-york-2?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,114,3.5,$$,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'customcakes', 'title': 'Custom Cakes'}]",40.72044018,-73.99861341,Bakeries,Coffee & Tea,Custom Cakes,177 Lafayette St,New York,NY,10013,12122357049,0
FZh1ZBFrb46tkRdZuMA7hQ,Troquet,https://s3-media4.fl.yelpcdn.com/bphoto/MGBlb88rJ8jUrPJ4MH-0ng/o.jpg,https://www.yelp.com/biz/troquet-new-york-3?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,170,4,$$,"[{'alias': 'french', 'title': 'French'}]",40.72000249,-73.99904663,French,,,155 Grand St,New York,NY,10013,12123434295,1
jzZ-V7zrmLQ9ZVwv0oVt7g,Gasoline Alley Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/c-L9yAjwYf-qrDt0VLJCHg/o.jpg,https://www.yelp.com/biz/gasoline-alley-coffee-new-york-2?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,78,4,$,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.72019277,-73.99887774,Coffee & Tea,,,154 Grand St,New York,NY,10013,12129330113,1
AydiQxXWQLqVrZ9sEZTxtw,The Ship,https://s3-media3.fl.yelpcdn.com/bphoto/dE7zMAU8plw4ZITG0fDlfQ/o.jpg,https://www.yelp.com/biz/the-ship-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,335,4,$$,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",40.7198443,-73.99947,Cocktail Bars,Lounges,Venues & Event Spaces,158 Lafayette St,New York,NY,10013,12122198496,0
I2lgw_7DUnwD92ND4PN-Ow,Aunt Jake's,https://s3-media2.fl.yelpcdn.com/bphoto/jxNs5G8byFzZ27Xhm5if6A/o.jpg,https://www.yelp.com/biz/aunt-jakes-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,1490,4,$$,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}]",40.7186467,-73.9979241,Italian,Wine Bars,Pasta Shops,133 Mulberry St,New York,NY,10013,16468580470,1
hQk1KtjFpixNv4UWyi0VAQ,Tetsu,https://s3-media2.fl.yelpcdn.com/bphoto/u6nmcT29_uoCDMOhbyMArQ/o.jpg,https://www.yelp.com/biz/tetsu-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,131,3.5,$$,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",40.71733,-74.0052,Japanese,Sushi Bars,,78 Leonard St,New York,NY,10013,12122072370,0
O08O474m1D69TjB3FRoLhw,Pure Green,https://s3-media2.fl.yelpcdn.com/bphoto/bE5nb32Q14vVAI12IVHQaQ/o.jpg,https://www.yelp.com/biz/pure-green-new-york-8?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,1,5,$$,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",40.71484,-74.00747,Juice Bars & Smoothies,,,95 Chambers St,New York,NY,10007,12126538830,0
H4o5aGGZCEA_gj0wA2RybQ,Black Burger,https://s3-media2.fl.yelpcdn.com/bphoto/34wdQgFRp643klnGu7e3qw/o.jpg,https://www.yelp.com/biz/black-burger-new-york-7?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,20,4,$$,"[{'alias': 'burgers', 'title': 'Burgers'}]",40.7171686,-74.0035113,Burgers,,,362 Broadway,New York,NY,10013,12129257655,0
EOANRwg2TqxqAJ6O7e-YNA,Racines NY,https://s3-media1.fl.yelpcdn.com/bphoto/bd7ekEnp4NMkoN0cBIN8ww/o.jpg,https://www.yelp.com/biz/racines-ny-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,133,4,$$$,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'desserts', 'title': 'Desserts'}]",40.71463,-74.00752,French,Wine Bars,Desserts,94 Chambers St,New York,NY,10007,12122273400,0
yT6r6xabAkhjFDnvCT4ViQ,Dunkin',https://s3-media2.fl.yelpcdn.com/bphoto/_RvKXFCOLuZqK8H2VE0gHw/o.jpg,https://www.yelp.com/biz/dunkin-new-york-164?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,18,3,$,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",40.71604919,-74.00511932,Coffee & Tea,Donuts,,321 Broadway,New York,NY,10007,12125777550,1
UhloN83oE-1b5MYWXFaMuA,'Wichcraft - East Tribeca,https://s3-media3.fl.yelpcdn.com/bphoto/7Ctj-lAHddBiWhDw0yM1wQ/o.jpg,https://www.yelp.com/biz/wichcraft-east-tribeca-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,55,3,$$,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",40.71623,-74.00497,Sandwiches,Salad,Breakfast & Brunch,325 Broadway,New York,NY,10007,12127800577,0
bMju8cdz4RdJVoPvbWQqSQ,Gong Cha,https://s3-media2.fl.yelpcdn.com/bphoto/c6TmAWhGOIA-oaOW5RwrLQ/o.jpg,https://www.yelp.com/biz/gong-cha-new-york-19?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,129,4,$,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",40.715752,-73.998233,Bubble Tea,,,72 Bayard St,New York,NY,10013,16467264940,1
8UlRXXPaSI383aiOiJQi5A,Famous Sichuan,https://s3-media1.fl.yelpcdn.com/bphoto/GkZPaojyinI0_468yw3Ojw/o.jpg,https://www.yelp.com/biz/famous-sichuan-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,407,3.5,$$,"[{'alias': 'szechuan', 'title': 'Szechuan'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",40.71487,-73.99758,Szechuan,Hot Pot,,10 Pell St,New York,NY,10013,12122333888,0
DtnNzQKYKZtfeCnLYuTUjg,Auntea,https://s3-media1.fl.yelpcdn.com/bphoto/QEksX39uhBUKxD0BlC2CKg/o.jpg,https://www.yelp.com/biz/auntea-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,198,4.5,$,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'tea', 'title': 'Tea Rooms'}]",40.71434,-73.99901,Bubble Tea,Tea Rooms,,19A Mott St,New York,NY,10013,16464151869,0
zuD-iB7hV_dnf_JzBk_DCQ,Juku,https://s3-media3.fl.yelpcdn.com/bphoto/y1sYBIZzPgPFot9OZeKV8Q/o.jpg,https://www.yelp.com/biz/juku-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,127,4,$$$,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",40.71461,-73.999528,Sushi Bars,Izakaya,Cocktail Bars,32 Mulberry St,New York,NY,10013,16465902111,1
L_LDa1yW6qcUQJ6IsXqNNw,JR Sushi,https://s3-media3.fl.yelpcdn.com/bphoto/ccG2-itpi27RcWN9ZJf3JQ/o.jpg,https://www.yelp.com/biz/jr-sushi-new-york?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,132,2.5,$$,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",40.71528,-74.00961,Japanese,Sushi Bars,,86A W Broadway,New York,NY,10007,12122338338,0
HmdfmqoihabsEbGfslngrQ,Le Pain Quotidien,https://s3-media2.fl.yelpcdn.com/bphoto/OkbeODfpZ9za_VSb6Jp8mQ/o.jpg,https://www.yelp.com/biz/le-pain-quotidien-new-york-146?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,177,3,$$,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",40.71501605,-74.00928408,Breakfast & Brunch,Coffee & Tea,Bakeries,81 W Broadway,New York,NY,10007,16466528186,1
wz8Ljo2YkO5F7nsxvrtqQw,sweetgreen,https://s3-media2.fl.yelpcdn.com/bphoto/da4mSWATKuQWwWs809n42Q/o.jpg,https://www.yelp.com/biz/sweetgreen-new-york-3?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,138,3.5,$$,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",40.72133533,-74.00970108,Salad,Vegetarian,,413 Greenwich St,New York,NY,10013,19179830200,1
MoiZlLUndZjTTXAFJXTHXA,Schnippers,https://s3-media4.fl.yelpcdn.com/bphoto/FexqTWLJ2Exr0ElGd0pDGg/o.jpg,https://www.yelp.com/biz/schnippers-new-york-9?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,110,3.5,$$,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.71366586,-74.00913455,Salad,Burgers,Sandwiches,120 Church St,New York,NY,10007,12127321700,1
bcnlBSdo_Xc2EBcPolq1xw,Equinox Tribeca,https://s3-media2.fl.yelpcdn.com/bphoto/M0zYyYRKcCJKGa6iqjbNHQ/o.jpg,https://www.yelp.com/biz/equinox-tribeca-new-york-2?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,79,3.5,$$$,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'spas', 'title': 'Day Spas'}, {'alias': 'sports_clubs', 'title': 'Sports Clubs'}]",40.71412,-74.00981,Gyms,Day Spas,Sports Clubs,54 Murray St,New York,NY,10007,12125666555,0
HsqaGB90PYkI0En3rrtupQ,Kaede Japanese Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/zceGXqaqPughwqOGpIeY-Q/o.jpg,https://www.yelp.com/biz/kaede-japanese-restaurant-new-york-2?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,183,3.5,$$,"[{'alias': 'japanese', 'title': 'Japanese'}]",40.714458,-74.007439,Japanese,,,90 Chambers St,New York,NY,10007,12127668686,0
PONtyQEKPROcBbnp4oZXTQ,Chipotle Mexican Grill,https://s3-media4.fl.yelpcdn.com/bphoto/qIKbFXgSIfOLmpvRd4_u-Q/o.jpg,https://www.yelp.com/biz/chipotle-mexican-grill-new-york-40?adjust_creative=8JX6jG3ozuS17CJIXZZBLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=8JX6jG3ozuS17CJIXZZBLQ,61,2.5,$,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",40.7146416,-74.0063629,Mexican,Fast Food,,281 Broadway,New York,NY,10007,12123853506,1
