id,business_id,name,img_url,rating,address,city,zip_code,phone,compliant
,tHW3EwGwai1AiWQ6ZD-wjg,Industry Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/EAoARKfKhWeDNiFVwZN1Lg/o.jpg,3.5,70 South St,New York,10005,12124879600,0
,6vfFBzI1Q-rh-5v9ndoyIQ,Just Salad,https://s3-media2.fl.yelpcdn.com/bphoto/P9tFZMO5dkyFfn6_peS74w/o.jpg,3,90 Broad St,New York,10004,12122441111,1
,E_4uwW4UD6PmNIz7nS9E0A,Hale and Hearty Soups,https://s3-media4.fl.yelpcdn.com/bphoto/muQAAe9rkUaQGWI1G9Kf-A/o.jpg,3.5,111 Fulton St,New York,10038,16464540052,1
,wua1Rw6xlIm6VYVy44G87g,Temple Court,https://s3-media1.fl.yelpcdn.com/bphoto/5yjuol0CvRzuD50ge8MnBA/o.jpg,4,5 Beekman St,New York,10038,12126581848,1
,4h4Tuuc56YPO6lWfZ1bdSQ,Joe's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/iiFPnKfxI2_UjJHbCd2iCQ/o.jpg,4,124 Fulton St,New York,10038,12122670860,1
,rA_BmKeM1Dbn8o_1Bbt4ig,Potbelly Sandwich Shop,https://s3-media3.fl.yelpcdn.com/bphoto/R5io8oe1h5p-XRmAXAab6A/o.jpg,3.5,127 W Fulton St,New York,10038,16463074896,1
,lBO2fKhSnvqKDj_C8Uh9aQ,GRK Fresh Greek - Financial District,https://s3-media3.fl.yelpcdn.com/bphoto/oIayMCd6mjuUVU3i8yL-3w/o.jpg,3.5,111 Fulton St,New York,10038,12123852010,1
,0VYAqXbYRcyiQU8QS-SG_g,Plaza Deli,https://s3-media2.fl.yelpcdn.com/bphoto/qgDv55HAPzT1y4Xr5CXdig/o.jpg,3.5,127 John St,New York,10038,12129437735,1
,ziPLg64qxWsYiBBmCMbXPw,Flavors Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/-lONAKyVWpHTLlWL_w5EbQ/o.jpg,3.5,175 Water St,New York,10038,12124803800,1
,aJD2o-M4lgPxcvWrANefTA,Roast Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/yW8O19kHoow_DJi-l3ouYA/o.jpg,3,199 Water St,New York,10038,12122692590,1
,D2fCCyWufWiBTvrt3nMxHg,Flour Shop,https://s3-media3.fl.yelpcdn.com/bphoto/EfRyY7Z4Bg6XkVikX8wrmw/o.jpg,3.5,177 Lafayette St,New York,10013,12122357049,0
,FZh1ZBFrb46tkRdZuMA7hQ,Troquet,https://s3-media4.fl.yelpcdn.com/bphoto/MGBlb88rJ8jUrPJ4MH-0ng/o.jpg,4,155 Grand St,New York,10013,12123434295,1
,jzZ-V7zrmLQ9ZVwv0oVt7g,Gasoline Alley Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/c-L9yAjwYf-qrDt0VLJCHg/o.jpg,4,154 Grand St,New York,10013,12129330113,1
,AydiQxXWQLqVrZ9sEZTxtw,The Ship,https://s3-media3.fl.yelpcdn.com/bphoto/dE7zMAU8plw4ZITG0fDlfQ/o.jpg,4,158 Lafayette St,New York,10013,12122198496,0
,I2lgw_7DUnwD92ND4PN-Ow,Aunt Jake's,https://s3-media2.fl.yelpcdn.com/bphoto/jxNs5G8byFzZ27Xhm5if6A/o.jpg,4,133 Mulberry St,New York,10013,16468580470,1
,hQk1KtjFpixNv4UWyi0VAQ,Tetsu,https://s3-media2.fl.yelpcdn.com/bphoto/u6nmcT29_uoCDMOhbyMArQ/o.jpg,3.5,78 Leonard St,New York,10013,12122072370,0
,O08O474m1D69TjB3FRoLhw,Pure Green,https://s3-media2.fl.yelpcdn.com/bphoto/bE5nb32Q14vVAI12IVHQaQ/o.jpg,5,95 Chambers St,New York,10007,12126538830,0
,H4o5aGGZCEA_gj0wA2RybQ,Black Burger,https://s3-media2.fl.yelpcdn.com/bphoto/34wdQgFRp643klnGu7e3qw/o.jpg,4,362 Broadway,New York,10013,12129257655,0
,EOANRwg2TqxqAJ6O7e-YNA,Racines NY,https://s3-media1.fl.yelpcdn.com/bphoto/bd7ekEnp4NMkoN0cBIN8ww/o.jpg,4,94 Chambers St,New York,10007,12122273400,0
,yT6r6xabAkhjFDnvCT4ViQ,Dunkin',https://s3-media2.fl.yelpcdn.com/bphoto/_RvKXFCOLuZqK8H2VE0gHw/o.jpg,3,321 Broadway,New York,10007,12125777550,1
,UhloN83oE-1b5MYWXFaMuA,'Wichcraft - East Tribeca,https://s3-media3.fl.yelpcdn.com/bphoto/7Ctj-lAHddBiWhDw0yM1wQ/o.jpg,3,325 Broadway,New York,10007,12127800577,0
,bMju8cdz4RdJVoPvbWQqSQ,Gong Cha,https://s3-media2.fl.yelpcdn.com/bphoto/c6TmAWhGOIA-oaOW5RwrLQ/o.jpg,4,72 Bayard St,New York,10013,16467264940,1
,8UlRXXPaSI383aiOiJQi5A,Famous Sichuan,https://s3-media1.fl.yelpcdn.com/bphoto/GkZPaojyinI0_468yw3Ojw/o.jpg,3.5,10 Pell St,New York,10013,12122333888,0
,DtnNzQKYKZtfeCnLYuTUjg,Auntea,https://s3-media1.fl.yelpcdn.com/bphoto/QEksX39uhBUKxD0BlC2CKg/o.jpg,4.5,19A Mott St,New York,10013,16464151869,0
,zuD-iB7hV_dnf_JzBk_DCQ,Juku,https://s3-media3.fl.yelpcdn.com/bphoto/y1sYBIZzPgPFot9OZeKV8Q/o.jpg,4,32 Mulberry St,New York,10013,16465902111,1
,L_LDa1yW6qcUQJ6IsXqNNw,JR Sushi,https://s3-media3.fl.yelpcdn.com/bphoto/ccG2-itpi27RcWN9ZJf3JQ/o.jpg,2.5,86A W Broadway,New York,10007,12122338338,0
,HmdfmqoihabsEbGfslngrQ,Le Pain Quotidien,https://s3-media2.fl.yelpcdn.com/bphoto/OkbeODfpZ9za_VSb6Jp8mQ/o.jpg,3,81 W Broadway,New York,10007,16466528186,1
,wz8Ljo2YkO5F7nsxvrtqQw,sweetgreen,https://s3-media2.fl.yelpcdn.com/bphoto/da4mSWATKuQWwWs809n42Q/o.jpg,3.5,413 Greenwich St,New York,10013,19179830200,1
,MoiZlLUndZjTTXAFJXTHXA,Schnippers,https://s3-media4.fl.yelpcdn.com/bphoto/FexqTWLJ2Exr0ElGd0pDGg/o.jpg,3.5,120 Church St,New York,10007,12127321700,1
,bcnlBSdo_Xc2EBcPolq1xw,Equinox Tribeca,https://s3-media2.fl.yelpcdn.com/bphoto/M0zYyYRKcCJKGa6iqjbNHQ/o.jpg,3.5,54 Murray St,New York,10007,12125666555,0
,HsqaGB90PYkI0En3rrtupQ,Kaede Japanese Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/zceGXqaqPughwqOGpIeY-Q/o.jpg,3.5,90 Chambers St,New York,10007,12127668686,0
,PONtyQEKPROcBbnp4oZXTQ,Chipotle Mexican Grill,https://s3-media4.fl.yelpcdn.com/bphoto/qIKbFXgSIfOLmpvRd4_u-Q/o.jpg,2.5,281 Broadway,New York,10007,12123853506,1
,LTx8jkXzTTqZRMOIEQ0lmw,Think Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/QRxCUR55XfLdTgao-UKpkA/o.jpg,3,350 Broadway,New York,10013,12345678901,1
,A5YzhzVxX7JigLl5kmYbGg,Adventure Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/p_WU9MBfCLeSzFEAAr2A7A/o.jpg,4.5,85 Delancey St,New York,10002,16468472367,1
,D0o9SbOrPkvJ5H2sxzxyig,Max Fish,https://s3-media4.fl.yelpcdn.com/bphoto/rdM0F_a5ULRqJDcdYds08A/o.jpg,3.5,120 Orchard St,New York,10002,12125293959,0
,0rQz8mkleT62eUkiAVs4UA,Russ & Daughters Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/fo29fVS_dXcu9pFQDzS3_A/o.jpg,4,127 Orchard St,New York,10002,12124754881,1
,zGH7ZoOvLfZhuYAAKDbCKA,Retro Bar and Grill,https://s3-media2.fl.yelpcdn.com/bphoto/RNbrHhvX6UnWTS8-2DZrJg/o.jpg,2.5,150 Delancey St,New York,10002,12122288379,0
,7qtIemPU3LlNix8CVWdhwA,Clancey,https://s3-media1.fl.yelpcdn.com/bphoto/V5uFH1LIPkHyxZ3l2FV9iw/o.jpg,4.5,79 Clinton St,New York,10002,19173883575,0
,oB4nOEmkpgJ7Z3JZC0qqBw,Black Crescent,https://s3-media2.fl.yelpcdn.com/bphoto/FD9EGd_i1VTquAA6BUlj1A/o.jpg,4,76 Clinton St,New York,10002,12124771771,0
,wqYHhMnpdfUVGL5JI3Wi_A,Ivan Ramen,https://s3-media2.fl.yelpcdn.com/bphoto/AJV68e6VGRxvBVgVdV6kdw/o.jpg,3.5,25 Clinton St,New York,10002,16466783859,0
,9_PfzNxJP2iqqJs8hDubgw,Boba Guys,https://s3-media4.fl.yelpcdn.com/bphoto/4xGJCNkMzf5f48rGNwNtSw/o.jpg,4.5,23 Clinton St,New York,10002,,0
,0LjGdHn5paLedudi6DAxDA,Remedy Diner,https://s3-media2.fl.yelpcdn.com/bphoto/AvAMw07tL4fA2PWOBo5omg/o.jpg,3,245 E Houston,New York,10002,12126775110,0
,x7hsZRd_MyrUgAW91FM9qA,Benson's NYC,https://s3-media1.fl.yelpcdn.com/bphoto/IRDAMx_lRnwe36Uh0n8ZnA/o.jpg,4.5,181 Essex St,New York,10002,16467915765,0
,8F81LrdFm6P5kkFpsw0n0w,Sweet Chick,https://s3-media3.fl.yelpcdn.com/bphoto/_KVRRkFAppV3E_vWkb_42Q/o.jpg,4,178 Ludlow St,New York,10002,16466570233,1
,mR8MfMcFNgEukDG08I2aDQ,Ludlow Coffee Supply,https://s3-media1.fl.yelpcdn.com/bphoto/rl0BBbYRJz7US_dy3rSYew/o.jpg,4,176 Ludlow St,New York,10002,19174727632,1
,nU4XBdvxDABXqZ6CnB8Dig,Clinton Street Baking Company,https://s3-media1.fl.yelpcdn.com/bphoto/DWHdizJ9bKbXN4yq6nbwAA/o.jpg,4,4 Clinton St,New York,10002,16466026263,1
,V7lXZKBDzScDeGB8JmnzSA,Katz's Delicatessen,https://s3-media1.fl.yelpcdn.com/bphoto/B6xNx79cSE7bFxqERBYOhg/o.jpg,4,205 E Houston St,New York,10002,12122542246,1
,sCC7-hSdCkNPExejZT9BAQ,The MasalaWala,https://s3-media4.fl.yelpcdn.com/bphoto/4fxSLoYtYtP-lDIRQZ-LJw/o.jpg,4.5,179 Essex St,New York,10002,12123589300,1
,Be1Y-vAEMgo7lqL5alXgDA,Taverna Di Bacco,https://s3-media1.fl.yelpcdn.com/bphoto/pEIG8wiigCMeWkXFyNvxig/o.jpg,4,175 Ludlow St,New York,10002,12124770077,1
,nBkSqOhZMa1A7Yk3q8VPaA,Dirty French,https://s3-media2.fl.yelpcdn.com/bphoto/CTbqztJCbUwZeFNdXxSW7A/o.jpg,4,180 Ludlow St,New York,10002,12122543000,1
,wzzFzwbpDFY2-eZIAbU9Hw,Van Leeuwen Ice Cream,https://s3-media3.fl.yelpcdn.com/bphoto/MsP8Euiqd_748JcL0Jj7Jw/o.jpg,4,172 Ludlow St,New York,10002,16468692746,1
,bgxUUa_oI67p-eb2-oAKDA,CAFÉ MEDI,https://s3-media1.fl.yelpcdn.com/bphoto/aBuCHcUUMfVj8mFt7k2P7w/o.jpg,3.5,107 Rivington St,New York,10002,12127968040,1
,bmcIFCtXLzkQIgLmDVXs3A,Serafina Ludlow,https://s3-media1.fl.yelpcdn.com/bphoto/WNbcLRsYKniagmi_3_6cLw/o.jpg,3.5,98 Rivington St,New York,10002,12123589800,1
,3adJXvbiqtOF6mmzeGXwWw,Hana Sushi,https://s3-media2.fl.yelpcdn.com/bphoto/UeckfhtEacR-OKdDrjcKyg/o.jpg,3.5,211 7th Ave,New York,10011,12126209950,1
,wA5WLYvThEsZc1Te_4Lcbw,Essex Market,https://s3-media1.fl.yelpcdn.com/bphoto/Xqo_Elh5iuEHW3h_1dbfHQ/o.jpg,4,88 Essex St,New York,10002,,1
,nR1U3mj47xZHHnHv_Mu68g,Dairy Queen Grill & Chill,https://s3-media1.fl.yelpcdn.com/bphoto/HaADUGFYST7fSJwoh2eZAw/o.jpg,3,54 W 14th St,New York,10011,,1
,s8fqj5tqibEsRGXHMxhOEQ,Pokeworks,https://s3-media2.fl.yelpcdn.com/bphoto/Nq_razG-1bh0BAZ3d6SkDg/o.jpg,4,21 E 15th St,New York,10003,16466098848,1
,qZtf0eLfDQbIi6AHXF5UBQ,Luke's Lobster Union Square,https://s3-media1.fl.yelpcdn.com/bphoto/LPwFdS3HTKxupnfOg0E_RQ/o.jpg,4,124 University Pl,New York,10003,16466923468,1
,ugj4h67GK9hcvKgEIy5Tew,Pasta Flyer,https://s3-media1.fl.yelpcdn.com/bphoto/nqrlls1Ib4WlUAsr2_FuMQ/o.jpg,4,510 6th Ave,New York,10011,12126330033,1
,YVqpoDk4fC3noi3_lcBP3A,Mi-ne Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/yfv-c6fZTdH6ia2PXZGUbg/o.jpg,4,496 6th Ave,New York,10011,19176756942,0
,VMugGjWqmOfCXnYv_7aFWw,Kubeh,https://s3-media4.fl.yelpcdn.com/bphoto/sIyIIX9qf3YiMb_027ialg/o.jpg,4,464 Avenue Of The Americas,New York,10011,16464486688,0
,wbOeQWie2YoRWuNkiI5BmA,Mighty Quinn's Barbeque,https://s3-media4.fl.yelpcdn.com/bphoto/lrm-whJ9pJ50SYGGCUv5Gg/o.jpg,3.5,75 Greenwich Ave,New York,10014,16465247889,1
,iOVGoahucEkIGZff12rI4g,Two Boots West Village,https://s3-media2.fl.yelpcdn.com/bphoto/IKqTS_R4cQwJprh2_fwAgg/o.jpg,3.5,201 W 11th St,New York,10014,12126339096,1
,jkl1ukPtVM2UZqMLSJdWFw,Greenwich Steakhouse,https://s3-media2.fl.yelpcdn.com/bphoto/uN7IpkwZrL7f2jYXbHPDIA/o.jpg,4.5,62 Greenwich Ave,New York,10011,,0
,o6mE4IK7U2wruJmBF3zWnA,Bluestone Lane Collective Café,https://s3-media3.fl.yelpcdn.com/bphoto/EMiMLVwnH58EeFm3vOCAVA/o.jpg,4,55 Greenwich Ave,New York,10014,13473491957,1
,xB5TkX3khfpLMxFi8Z1MDw,Vivi Bubble Tea,https://s3-media3.fl.yelpcdn.com/bphoto/jU2OHlT0uVepq0o6FvJWgg/o.jpg,3.5,65 W 8th St,New York,10011,12126581588,1
,s3jou_L_LVYGkNHiuhjlew,Boucherie West Village,https://s3-media4.fl.yelpcdn.com/bphoto/gGTUB2AHF7sK5u-wdjO8DA/o.jpg,4.5,99 7th Ave S,New York,10014,12128371616,1
,c6UUcUTbwbk0kOpF6jVOJQ,The Doughnut Project,https://s3-media4.fl.yelpcdn.com/bphoto/Vxy6a9bHS45U0qRte4kmIQ/o.jpg,4.5,10 Morton St,New York,10014,12126915000,1
,M19pFJuqQ0n1I3Q8efvkTw,Sweet time Dessert Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/kRK4fewEP1vSXXZGjUjQeA/o.jpg,3.5,171 W 4th St,New York,10014,16467558263,0
,YSweG4nogdOsBNDLQNP4dA,Mew Men,https://s3-media1.fl.yelpcdn.com/bphoto/Q4D44aRutyi3gjYggg5_Mw/o.jpg,4,7 Cornelia St,New York,10014,,1
,wPouKw2v-IsWfb1QTjYsaQ,POKEE,https://s3-media2.fl.yelpcdn.com/bphoto/fk9fP2LnVi9j58uUafgayA/o.jpg,4,121 W 3rd St,New York,10012,12123871888,0
,mZALre3ahuetu5X8_uUJew,Thelewala,https://s3-media3.fl.yelpcdn.com/bphoto/FRhVuRw0SJNhwUq1wWUDnA/o.jpg,4,112 Macdougal St,New York,10012,12126149100,0
,5cxNrIaZFmcCzP2NKTf7vg,New York Kimchi,https://s3-media3.fl.yelpcdn.com/bphoto/elJa6Jytj3bQvZ9dkejrXA/o.jpg,3.5,102 Macdougal St,New York,10012,12129511456,0
,bW3mY-voyav37nU0uaLmNQ,Dante,https://s3-media1.fl.yelpcdn.com/bphoto/KG1kurs7VTc48dQ-7tYGEw/o.jpg,4,79-81 Macdougal St,New York,10012,12129825275,0
,X52zxgnwA72PQqprxI_hEw,Springbone Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/RXAuv_UcYpmaUEaDTgmRJg/o.jpg,4,90 W 3rd St,New York,10012,16463689192,0
,K54qUgd274Fj_LvHCjeSFw,Okinii,https://s3-media3.fl.yelpcdn.com/bphoto/ziwtMahQqKdpizw07puecg/o.jpg,4,216 Thompson St,New York,10012,15165043615,0
,Knp81jgMtNGlgfcfdOI5iQ,Surya Indian Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/Yrwtp1vZVZU6Rvec1xGlBw/o.jpg,3.5,302 Bleecker St,New York,10014,12128077770,0
,y6p3LN0RdBYuDy7EZ_2S_A,Summers SoHo,https://s3-media3.fl.yelpcdn.com/bphoto/-ZmqzPe67kIPcyvpvurRUw/o.jpg,4,169 Thompson St,New York,10012,19173883372,0
,pil3w2-2REoXBwEToYZ_tQ,Bar Moga,https://s3-media4.fl.yelpcdn.com/bphoto/XRx6SIWzD7BW8nKg7Pd4fQ/o.jpg,4,128 W Houston St,New York,10012,19293995853,0
,dsH51ikQdoMUXY_V8BxW7g,Birch Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/s9lImZMiSjkWv7xUdH7Zdw/o.jpg,4.5,71 W Houston St,New York,10012,12126861444,0
,cRqsjphkIBy9GFQxDwm2Og,"DŌ, Cookie Dough Confections",https://s3-media2.fl.yelpcdn.com/bphoto/6gIdhovX8sy6B3hqSM0c-Q/o.jpg,3.5,550 LaGuardia Pl,New York,10012,16468923600,0
,5X0-rQyMPt5uRYFKdrRKFQ,Dunkin',https://s3-media3.fl.yelpcdn.com/bphoto/oXGKsYcbqIhvkJ1w_vkjtg/o.jpg,2.5,67 Cooper Square,New York,10003,16466784137,1
,8R9b20VeZvs85WxqtF9mRQ,East Village Thai,https://s3-media3.fl.yelpcdn.com/bphoto/hY21lEn-77kPPvO9mjVADw/o.jpg,4,32 E 7th St,New York,10003,12126734610,0
,dZENEWBMFMIbqIBGtlUwsQ,The Kati Roll Company,https://s3-media2.fl.yelpcdn.com/bphoto/A-1f8c97_O2Tc-xAGiyFDA/o.jpg,4,128 2nd Ave,New York,10003,16463987710,0
,nnNMrTTLohVjhKDXAlXUJA,Ciala,https://s3-media1.fl.yelpcdn.com/bphoto/jdRTE_KENRbErXH34Uw8JQ/o.jpg,4.5,77 2nd Ave,New York,10003,12123004118,1
,Smj-UqUvNFneHKkuZ0BN7A,Kona Coffee and Company,https://s3-media3.fl.yelpcdn.com/bphoto/jpxWssXEd3OEcFn0JJjXpw/o.jpg,4.5,57 2nd Ave,New York,10003,,1
,DQuwci5xgJxXx7dxxp9FBA,Taqueria St. Marks Place,https://s3-media4.fl.yelpcdn.com/bphoto/Z52Y0_XukoBmq1aoFvG4_A/o.jpg,4,79 St Marks Pl,New York,10003,16469645614,0
,rCpO-kMHljieU0geK0RJQw,Noreetuh,https://s3-media1.fl.yelpcdn.com/bphoto/PoqPAHXhTGUk9DeFimdl6Q/o.jpg,4,128 1st Ave,New York,10009,16468923050,1
,uO9SZB3M88DH7_HhJee5Xw,Fuku,https://s3-media3.fl.yelpcdn.com/bphoto/0eRrSJkaNrjf-f_xZ-5huQ/o.jpg,3.5,163 1st Ave,New York,10003,,0
,4v5lbiExMocWoG7iKnYWrQ,Black Seed Bagels,https://s3-media1.fl.yelpcdn.com/bphoto/p3GbHa3SIa0owxOAO-7ExQ/o.jpg,3,176 First Ave,New York,10012,16469151500,0
,x64xHVZoQj1ZOjzPqVprkw,Little Tong Noodle Shop,https://s3-media3.fl.yelpcdn.com/bphoto/gvlQrBWxAobgny6AN02iSw/o.jpg,4,177 1st Ave,New York,10003,19293678664,1
,NF0YMfLNRhqssVcwzF6fCg,Three Seat Espresso,https://s3-media1.fl.yelpcdn.com/bphoto/z72Zx66ydYfbYczrreNoVw/o.jpg,4.5,137 Avenue A,New York,10009,19173882769,0
,qMr-lz0G0vyz2r4mJJQxmA,Butter Lane,https://s3-media4.fl.yelpcdn.com/bphoto/qwdSGuda8Q89zZljsllVWA/o.jpg,4,123 E 7th St,New York,10009,12126772880,0
,rBUTVjRs5CcEMe3dfVRZJQ,Ho Foods,https://s3-media2.fl.yelpcdn.com/bphoto/-yKeU-JwcZ_CaO5-cok-Cw/o.jpg,4,110 E 7th St,New York,10009,13477880682,0
,Ew3d7Vt18c1MH4_X6ogxQQ,Banh Mi Zon,https://s3-media2.fl.yelpcdn.com/bphoto/MmV22bjypsCf_32llkUTpQ/o.jpg,4.5,443 E 6th St,New York,10009,16465246384,0
,hHzngEBZs7iLE42Zv3MHXg,Resobox  East Village,https://s3-media3.fl.yelpcdn.com/bphoto/uPwkikiHPokNQ9ULffyTCQ/o.jpg,4.5,91 E 3rd St,New York,10003,12125985993,0
,NKI1VvfXYluRjnq4S6yEuw,Divya's Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/pvN55m32kDo9J0dUskNoaw/o.jpg,4.5,25 1st Ave,New York,10003,12124774834,1
,GticI2JB8Iw2ktRfLv6aRQ,Momofuku Ko,https://s3-media2.fl.yelpcdn.com/bphoto/sa3pYIxlBMFl9zursbEKhA/o.jpg,4.5,8 Extra Pl,New York,10003,12122038095,0
,YfyfFYCFYqdzaBAx1p_O1g,TOMS,https://s3-media1.fl.yelpcdn.com/bphoto/Iyq-4PpbDNzoiYvaiboZMw/o.jpg,4,264 Elizabeth St,New York,10012,,0
,50vyTIdqKI_wsSqzaEtovg,Le Turtle,https://s3-media4.fl.yelpcdn.com/bphoto/HS58mQXuJ0QNbCd92Y6Nsg/o.jpg,3.5,177 Chrystie St,New York,10002,16469187189,0
,FavssEgZjXFi2unEXePkVQ,Tacombi - Bleecker Street,https://s3-media4.fl.yelpcdn.com/bphoto/zSzX3khnr-eDMFngm76D2w/o.jpg,4,255 Bleecker St,New York,10014,16469645984,1
,3sXUH_MCbzpqgMg3zuGvmA,Juice Generation,https://s3-media2.fl.yelpcdn.com/bphoto/zkwZbNWA5t9Frvn8wxaxRw/o.jpg,4,245 Bleecker St,New York,10014,12125311110,0
,JWLRT0dkdaC7AHtYapWbGw,Pasticceria Rocco,https://s3-media2.fl.yelpcdn.com/bphoto/_OAdfVr9GOg2ihEzcKXeiw/o.jpg,4,243 Bleecker St,New York,10014,12122426031,0
,NcW0OXCZuygYW4bjo5NjNw,Starbucks,https://s3-media4.fl.yelpcdn.com/bphoto/QPDZW3Ym-MaK555ZiJCE2Q/o.jpg,3,239 Bleecker St,New York,10014,12122061092,0
,kycAM7GyA1pEMmkdVS3xuw,Wolfnights,https://s3-media3.fl.yelpcdn.com/bphoto/3DomXDzn8i28clGlyBvYhw/o.jpg,4,235 Bleecker St,New York,10014,16467915411,1
,8nL3qtKZLyNf6nSyKqcO0g,Grom,https://s3-media2.fl.yelpcdn.com/bphoto/KQ7wxiqfkxRLJfn45DwrWw/o.jpg,4,233 Bleecker St,New York,10014,12122061738,1
,YQrcTLWazeBHwYGOCCocuQ,sweetgreen,https://s3-media4.fl.yelpcdn.com/bphoto/UglcXCuB7_JZXa4vInfsuw/o.jpg,3.5,226 Bleecker St,New York,10014,19176393212,1
,Frk0bX-y3R94lPIx7CzLmA,Le Pain Quotidien,https://s3-media4.fl.yelpcdn.com/bphoto/Nxvy86VWpjCa67TX-alypg/o.jpg,3.5,65 Bleecker St,New York,10012,16467974922,1
,vNPcZspQvQKuKuWd_Vsreg,Sweets by CHLOE,https://s3-media3.fl.yelpcdn.com/bphoto/HY35lyecXPXYc41zc_dqwQ/o.jpg,3.5,185 Bleecker St,New York,10012,13476209621,1
,xyFOlOrpBLvwiSi9VJQJwg,Creperie NYC,https://s3-media1.fl.yelpcdn.com/bphoto/zSOqYo1rdasta4zavGX5pQ/o.jpg,4,112 Macdougal St,New York,10012,12122536705,1
,jBn3NZmLK9uFT9QeeIcfvw,Irving Farm New York,https://s3-media4.fl.yelpcdn.com/bphoto/6__8Zg20bGKXx_GUsNj_Lw/o.jpg,3,78 W 3rd St,New York,10012,12122060707,1
,BgGz5IdV53bGb4o7opR5zg,Arturo's,https://s3-media1.fl.yelpcdn.com/bphoto/hUTu5vlfU4JYSNp-Qt0t4g/o.jpg,4,106 W Houston St,New York,10012,12126773820,1
,1lNt64-Qu4tTwr3JdF-7Iw,Morgenstern's Finest Ice Cream,https://s3-media2.fl.yelpcdn.com/bphoto/SYU4UWxlPn9d8yjG2Ne53A/o.jpg,4,2 Rivington St,New York,10002,12122097684,1
,9aJ1MVTthZw3QjqoG7mPjg,Rosie's,https://s3-media1.fl.yelpcdn.com/bphoto/C5Mf9gLWxbTiTzmOp2B2YQ/o.jpg,4,29 E 2nd St,New York,10003,12123350114,1
,ya4nQkuVH1ZnmNp9m1yISg,Tatsu Ramen,https://s3-media1.fl.yelpcdn.com/bphoto/noflx3CUjyJf9uTCv8zFAA/o.jpg,4,167 1st Ave,New York,10003,19292847088,1
,rCFCyKkPuLDrZLNZiLJOHw,Stromboli Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/Sd3NAg2G9cuyxPmbsp6NTA/o.jpg,3.5,83 Saint Marks Pl,New York,10003,12126733691,1
,gqTikTCIS01E2m20PzHoDQ,Tarallucci e Vino - East Village,https://s3-media4.fl.yelpcdn.com/bphoto/dHKbQ7rBEZtosiLBcTudBA/o.jpg,4,163 1st Ave,New York,10003,12123881190,1
