id,name,image_url,url,review_count,rating,price,address1,address2,address3,city,state,zip_code,phone
Lesv5BG0_0-8bB49cAjMkg,Roberto's,https://s3-media4.fl.yelpcdn.com/bphoto/kLO0qXIKIFOeBb0VnItI2Q/o.jpg,https://api.yelp.com/v3/businesses/search,257,4.0,$$$,603 Crescent Ave,,,Bronx,NY,10458,+17187339503
ZqDpOO44Lg-jKOrosrxrGg,G's Coffee Shop,https://s3-media1.fl.yelpcdn.com/bphoto/uCuXQxJoDNH_-qNnq4XUdA/o.jpg,https://api.yelp.com/v3/businesses/search,66,4.5,$,634 W 207th St,,,New York,NY,10034,+12129420679
wlSnmuUnBMz8qYpxDVBGlw,Full Moon Pizzeria,https://s3-media2.fl.yelpcdn.com/bphoto/eOXmTILK7_v2HdNjOo0vYg/o.jpg,https://api.yelp.com/v3/businesses/search,281,4.0,$,600 E 187th St,,,Bronx,NY,10458,+17185843451
k2xtXGmyMU1q49UTlws8tg,Pop and Pour Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/238YBQpbeEpf-VIYCuvd3Q/o.jpg,https://api.yelp.com/v3/businesses/search,124,4.5,$$,200 Dyckman St,,,New York,NY,10040,+16469983766
hpzm2ZMMccvsm3etCxnJEw,Le Chéile,https://s3-media3.fl.yelpcdn.com/bphoto/3YCUDB9MT5oRax3HbXqKjw/o.jpg,https://api.yelp.com/v3/businesses/search,372,4.0,$$,839 W 181st St,,,New York,NY,10033,+12127403111
wfdCJaLqVjzhP6UO5BG15w,Tino's Delicatessen,https://s3-media2.fl.yelpcdn.com/bphoto/OAPifN3KdISeo1idsm0jVQ/o.jpg,https://api.yelp.com/v3/businesses/search,191,4.0,$$,2410 Arthur Ave,,,Bronx,NY,10458,+17187339879
6B3iu_WSfyZU2fqSH1GTzQ,Kingsbridge Social Club,https://s3-media3.fl.yelpcdn.com/bphoto/4KQxL9UwfbVNR4h0hMLFHw/o.jpg,https://api.yelp.com/v3/businesses/search,200,4.5,$$,3625 Kingsbridge Ave,,,Bronx,NY,10463,+13473465180
B0qxEXABa8-t9sY4NQRRsQ,Fumo Pizza-Bar-Pasta,https://s3-media3.fl.yelpcdn.com/bphoto/MA3z9PkAiKx2vdRCusovjA/o.jpg,https://api.yelp.com/v3/businesses/search,456,4.0,$$,1600 Amsterdam Ave,,,New York,NY,10031,+16466926675
UtknyDJ_DPut-FKRqs0wpQ,Royal Grill Halal Food,https://s3-media2.fl.yelpcdn.com/bphoto/l5sMBPBuBEny7bueeW9Z0Q/o.jpg,https://api.yelp.com/v3/businesses/search,361,5.0,$,44TH St And 6th Ave,,,New York,NY,10018,+13477240504
5ceyRQJOItktS3cSv3vScA,Buddha Beer Bar,https://s3-media1.fl.yelpcdn.com/bphoto/4Bwvd8xGj_EYrhzBChvo2Q/o.jpg,https://api.yelp.com/v3/businesses/search,248,3.5,$$,4476 Broadway,,,New York,NY,10040,+16468612595
wLzJbddDixAEZrF7VT6_hw,Bono Trattoria,https://s3-media2.fl.yelpcdn.com/bphoto/AgnZ0wQQT5GnWsJo-D-C8Q/o.jpg,https://api.yelp.com/v3/businesses/search,309,4.0,$$,3658 Broadway,,,New York,NY,10031,+16466829249
lIE4KHySIenwPbta1JuM8Q,Mumbai Masala,https://s3-media2.fl.yelpcdn.com/bphoto/O4rm_iTUxBrM9F6SFP2A8A/o.jpg,https://api.yelp.com/v3/businesses/search,213,4.5,$$,1768 Amsterdam Ave,,,New York,NY,10031,+12123680100
2tTUnW5filzR3YG-G7rZ0w,Benyam Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/B1knNZx_nR5aG1scxAUdZQ/o.jpg,https://api.yelp.com/v3/businesses/search,124,5.0,$$,2795 Frederick Douglas Blvd,,,New York,NY,10039,+12125107353
I1AqEw-O6spamgtJLNPjBg,Leche Y Miel Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/WKeKjKGEP9WicikGnyQ0Mw/o.jpg,https://api.yelp.com/v3/businesses/search,307,4.0,$$,5761 Broadway,,,Bronx,NY,10463,+17187085787
eht_0com4C1sQbl9qCzlag,Hungry Bird,https://s3-media3.fl.yelpcdn.com/bphoto/o0oSYlDrz3K-wvJuX7lKXg/o.jpg,https://api.yelp.com/v3/businesses/search,210,4.5,$$,980 Morris Ave,,,Bronx,NY,10456,+19178014900
_Hig4rf_SEAhq13eBdJ4CQ,Kismat Indian Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/XEX1yqTUK_AeUjwvqhLLpw/o.jpg,https://api.yelp.com/v3/businesses/search,352,3.5,$$,603 Fort Washington Ave,,,New York,NY,10040,+12127958633
5qF6oqYOeivUbsVf1MsQAA,Aoyu Sushi,https://s3-media4.fl.yelpcdn.com/bphoto/zY0dYQ9sC0c4Jwawg94DQg/o.jpg,https://api.yelp.com/v3/businesses/search,240,4.5,$$,3532 A Johnson Ave,,,Bronx,NY,10463,+17188846633
S6r0P0PItA9EYHV1nCiQgg,Mysttik Masaala,https://s3-media1.fl.yelpcdn.com/bphoto/QvCRxD5i9LsQy69Xoy-bAQ/o.jpg,https://api.yelp.com/v3/businesses/search,398,4.5,$,399 Park Ave,Corner of 54th street,,New York,NY,10022,+19173063128
PerCtK0A27ku-cmBVMh5tw,Porto Salvo,https://s3-media4.fl.yelpcdn.com/bphoto/TUqTj_eLbXCGuiWId51PNw/o.jpg,https://api.yelp.com/v3/businesses/search,143,4.5,$$,424 E 161st St,,,Bronx,NY,10451,+19293767866
8b7Nr6624zlBJTf8zYyrLw,Mama Sushi,https://s3-media2.fl.yelpcdn.com/bphoto/RbIasy0vumcZ3f5Wyvnx3Q/o.jpg,https://api.yelp.com/v3/businesses/search,750,3.0,$$,237 Dyckman St,,,New York,NY,10034,+12125440003
ZhjRaJkfCIVopvamUzrEsA,San Gennaro Trattoria Restaurant Bar,https://s3-media3.fl.yelpcdn.com/bphoto/dHo1A8LbzGS5Bd01XF4-wg/o.jpg,https://api.yelp.com/v3/businesses/search,168,4.0,$$,2329 Arthur Ave,,,West Bronx,NY,10458,+17185620129
DLnn2qw-KJAmazB-hMmSEw,The Hill Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/7EXm09g95xFsOAy8X9m0lw/o.jpg,https://api.yelp.com/v3/businesses/search,203,4.5,$$,3541 Riverdale Ave,,,Bronx,NY,10463,+17187087770
F1cTAyVghrMagxFHikwQKQ,Garden Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/4-JgsgEI6TZXWUqV4TZdYQ/o.jpg,https://api.yelp.com/v3/businesses/search,236,3.5,$$,4961 Broadway,,,New York,NY,10034,+12125449480
1thBGawoqRUHqCfQMZycYQ,S&S Cheesecake,https://s3-media4.fl.yelpcdn.com/bphoto/Mt0wsY5qbFwIwy524-jHZg/o.jpg,https://api.yelp.com/v3/businesses/search,181,4.5,$$,222 W 238th St,,,Bronx,NY,10463,+17185493888
HaXbpA8etMMiqqFNYoltTg,Pugsley's Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/j3l0zJmL0TZxdtyxdP4iSA/o.jpg,https://api.yelp.com/v3/businesses/search,146,4.5,$,590 E 191st St,,,Bronx,NY,10458,+17183650327
8G6H30Krmj8-OHs6hZfT1g,Belle Harlem,https://s3-media2.fl.yelpcdn.com/bphoto/ff91Ii_zcsVhBVODil23Dg/o.jpg,https://api.yelp.com/v3/businesses/search,150,4.5,$$$,2363 Adam Clayton Powell Blvd,,,New York,NY,10030,+13478194076
h8J10FpJGaU_4OvP2MgoKQ,Oso,https://s3-media3.fl.yelpcdn.com/bphoto/2RiRGtFBOmJARMLTVwm5gw/o.jpg,https://api.yelp.com/v3/businesses/search,300,4.0,$$,1618 Amsterdam Ave At 140th St,,,New York,NY,10031,+16468583139
BU_GtPGTCy5KiJ6g8Ltdwg,Golan Heights,https://s3-media4.fl.yelpcdn.com/bphoto/ZrSVSkr2hygysECxPCZBPQ/o.jpg,https://api.yelp.com/v3/businesses/search,75,4.0,$$,2553 Amsterdam Ave,,,New York,NY,10033,+12127957842
M6Eiyx9LXMetMUxsYe-fvw,Ponty Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/gVvCcocYH3bAQ4YoSSjlfQ/o.jpg,https://api.yelp.com/v3/businesses/search,404,4.0,$$,2375 Adam Clayton Powell Blvd,,,New York,NY,10030,+12122346474
2iW5TU4W0BN8LYBzVmO9Qw,The Honey Well,https://s3-media2.fl.yelpcdn.com/bphoto/GZ4IYpFy1wZrbPXJ5Ym6Zw/o.jpg,https://api.yelp.com/v3/businesses/search,199,4.5,$$,3604 Broadway,,,New York,NY,10031,
D37laxSajXqhhsaCYo4WSw,Taqueria Emilio,https://s3-media1.fl.yelpcdn.com/bphoto/tDhB_uz4z2rGHRulvtVhAA/o.jpg,https://api.yelp.com/v3/businesses/search,66,4.5,$,563 W 207th St,,,New York,NY,10034,+16468761143
mkS--Oq4UYJMQizSaKJXEw,Enzos of Arthur Avenue,https://s3-media3.fl.yelpcdn.com/bphoto/BE8WOe5lJbw6mMX0gq5wAg/o.jpg,https://api.yelp.com/v3/businesses/search,262,3.5,$$,2339 Arthur Ave,,,Bronx,NY,10458,+17187334455
eCiAjcDgH68vx334vJsgrw,Fresco's Pizzeria,https://s3-media3.fl.yelpcdn.com/bphoto/Tqg515dmNE_8N60XnljBEA/o.jpg,https://api.yelp.com/v3/businesses/search,191,4.0,$,804 W 187th St,,,New York,NY,10033,+12127402737
BnSeJ9yRfJ09RoQ0euR34A,Trufa Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/odhwgvH2S0mxy4FuR_tnGw/o.jpg,https://api.yelp.com/v3/businesses/search,311,4.0,$$,3431 Broadway,,,New York,NY,10031,+16465224142
4RwTKkGxx-IQ_ekMTCFiNQ,Pick & Eat,https://s3-media1.fl.yelpcdn.com/bphoto/NYoHhrVElnuIEzon4Y-MFQ/o.jpg,https://api.yelp.com/v3/businesses/search,337,3.5,$$,4179 Broadway,,,New York,NY,10033,+12127950054
cLsG4lfGlI7bc0NNifZUlw,Manhattanville Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/tTwXdi9pOO16o-34Ongd4w/o.jpg,https://api.yelp.com/v3/businesses/search,225,4.5,$,142 Edgecombe Ave,,,New York,NY,10030,+16467819900
NOUujFVP_d4XBrJqTra55A,Tacos El Bronco II,https://s3-media1.fl.yelpcdn.com/bphoto/4E4su4SC7npPI5aowtjrGg/o.jpg,https://api.yelp.com/v3/businesses/search,136,4.5,$,White Plains Rd & Lydig Ave,,,Bronx,NY,10462,+19176458720
Bzprbnm51unkJqh9xtlQ7g,Abyssinia Ethiopian Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/YgNd2ohucOpsCTG9VJ3R8w/o.jpg,https://api.yelp.com/v3/businesses/search,241,4.0,$$,268 W 135th St,,,New York,NY,10030,+12122812673
2O5w-15_AVnnVJEtlWWE_A,Clinton Hall,https://s3-media4.fl.yelpcdn.com/bphoto/vFeK6ck86K4hVLX2y2zIrw/o.jpg,https://api.yelp.com/v3/businesses/search,171,4.0,$$,601 E 189th St,,,Bronx,NY,10458,+17182206400
1KGvtMU7VBcdlvxo2brdQg,Clove Indian Restaurant & Bar,https://s3-media3.fl.yelpcdn.com/bphoto/NiQWurdcp_UrSuc8SEV_0Q/o.jpg,https://api.yelp.com/v3/businesses/search,280,4.0,$$,1592 Amsterdam Ave,,,New York,NY,10031,+16469186644
Ej-AABvLDnt_kaSwYPR0FQ,PJ Sushi,https://s3-media2.fl.yelpcdn.com/bphoto/XcsXdxTmnEm47-5UF-GcjA/o.jpg,https://api.yelp.com/v3/businesses/search,233,4.0,$,2372 Lemoine Ave,,,Fort Lee,NJ,07024,+12013151734
4sNPRRefpFQl-fE_aU5XaA,Refried Beans Mexican Grill,https://s3-media4.fl.yelpcdn.com/bphoto/mfA48j-zfBlM84as9oFWzA/o.jpg,https://api.yelp.com/v3/businesses/search,273,3.5,$$,591 Fort Washington Ave,,,New York,NY,10033,+12125682299
Wcnig4807LHZyk8z08IeGw,Arthur Ave Fiasco,https://s3-media1.fl.yelpcdn.com/bphoto/MhB0NcT2_24P83Px1pnn3g/o.jpg,https://api.yelp.com/v3/businesses/search,90,4.5,$$,2376 Arthur Ave,,,Bronx,NY,10458,+17186180806
hLm1vXfAKuSOgAtBA-vO7w,ÇKA KA QËLLU,https://s3-media2.fl.yelpcdn.com/bphoto/zd9yYzhFx8KHopPTkGJKXg/o.jpg,https://api.yelp.com/v3/businesses/search,78,4.5,$$,2321 Hughes Ave,,,Bronx,NY,10458,+17189336194
bx-XYt1nO49jgtItEsqrxQ,Wahizza,https://s3-media4.fl.yelpcdn.com/bphoto/H24bs4VNRPWthxxLP5ZkrQ/o.jpg,https://api.yelp.com/v3/businesses/search,129,4.0,$$,4484 Broadway,,,New York,NY,10040,+12128378088
0Aw9Af0d9a7HxcbkJaW9eA,Mamajuana Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/8M1l9ee25CVzPUj0xTYiGA/o.jpg,https://api.yelp.com/v3/businesses/search,639,3.0,$$,247 Dyckman St,,,New York,NY,10034,+12123040140
FaebPpZ8fKuvPtMOZ_dslw,Estrellita Poblana III,https://s3-media2.fl.yelpcdn.com/bphoto/Zl__AS_1Iqxj1ir4qf6-ag/o.jpg,https://api.yelp.com/v3/businesses/search,159,4.0,$$,2328 Arthur Ave,Ste 5,,Bronx,NY,10458,+17182207641
6CaGhpvNWMazJZL1v_JkCA,PEQUE Vinos + Tapas Bar & Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/dHcFKIaWqVFMSvdlky1FqQ/o.jpg,https://api.yelp.com/v3/businesses/search,212,4.5,$$,231 W 145th St,,,New York,NY,10039,+16466784095
7S29PyZooUoPS4x0IUiLTw,Busan Gukbap,https://s3-media4.fl.yelpcdn.com/bphoto/ogBikZQA9yyye-QbNlJnGg/o.jpg,https://api.yelp.com/v3/businesses/search,186,4.0,$$,2444 Lemoine Ave,,,Fort Lee,NJ,07024,+12019440300
ZLkX44TyrF92pjRqBvpuig,Tannat,https://s3-media4.fl.yelpcdn.com/bphoto/p05AegmKalPhrba3YomZNg/o.jpg,https://api.yelp.com/v3/businesses/search,49,4.5,$$,4736 Broadway,,,New York,NY,10040,+12128070672
hhNhU-Lili1DimLWkdmERA,At the Wallace,https://s3-media2.fl.yelpcdn.com/bphoto/NfZLRbomib5rfUwbh_7JVQ/o.jpg,https://api.yelp.com/v3/businesses/search,194,4.5,$$,3612 Broadway,,,New York,NY,10031,
